tweet_id,created_at,date,month,year,hour,weekday,author,tweet_text_raw,likes,retweets,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment,sentiment_conf
t00111,2016-07-15 04:48:00,2016-07-15,2016-07,2016,4,Friday,katyperry,Thank you for boppin babe ❤️ https://t.co/akTvNaB4ZS,9720,2976,0.0026,0.0116,0.9858,0.9832,Positive,0.9858
t00112,2016-07-20 17:30:00,2016-07-20,2016-07,2016,17,Wednesday,instagram,Making the moon with Caroline Arnecke #MoonDay 🌕 https://t.co/xX8dUfGxny,759,131,0.0031,0.38,0.6169,0.6138,Positive,0.6169
t00113,2016-12-04 21:23:00,2016-12-04,2016-12,2016,21,Sunday,ladygaga,Watch me! #GagaOnXfactor singing my song #MillionReasons from my new album #Joanne 🇬🇧🎤 https://t.co/gb1XB3XGsD,7644,3672,0.0022,0.3156,0.6823,0.6801,Positive,0.6823
t00114,2016-01-27 21:11:00,2016-01-27,2016-01,2016,21,Wednesday,theellenshow,"Jack Black shook his groove thing for charity. It may never be the same. Thanks, Chideo! #LaughDancePartner https://t.co/0mIPHHyb71",1892,258,0.035,0.2279,0.7371,0.7021,Positive,0.7371
t00115,2013-08-27 09:48:00,2013-08-27,2013-08,2013,9,Tuesday,cristiano,Great win for @realmadrid against Granada last night. http://t.co/yfwgtyF11m,3894,4924,0.0018,0.0138,0.9844,0.9825,Positive,0.9844
t00116,2013-11-04 13:01:00,2013-11-04,2013-11,2013,13,Monday,cristiano,@Ronaldolovers7 Hello. You too have a good day.,272,133,0.0057,0.0258,0.9684,0.9627,Positive,0.9684
t00117,2013-06-03 17:44:00,2013-06-03,2013-06,2013,17,Monday,selenagomez,Collecting your questions throughout the day for #selenalivechat at 4pm PST. Be sure to #askselena with your questions. See ya soon. XOXO,5723,9069,0.0032,0.3921,0.6046,0.6014,Positive,0.6046
t00118,2013-05-27 04:42:00,2013-05-27,2013-05,2013,4,Monday,taylorswift13,Dallas. Thank you for a memory I'll replay in my mind on rainy days. http://t.co/aIznwsRUbx,19299,14683,0.0041,0.0232,0.9728,0.9687,Positive,0.9728
t00119,2015-08-12 23:41:00,2015-08-12,2015-08,2015,23,Wednesday,theellenshow,This is hilarious. http://t.co/fBJjztfY4G,1495,216,0.0132,0.0451,0.9418,0.9286,Positive,0.9418
t00120,2016-11-23 05:47:00,2016-11-23,2016-11,2016,5,Wednesday,theellenshow,What a wonderful day. https://t.co/NfiOS6ULUE,12138,2007,0.0058,0.0106,0.9836,0.9778,Positive,0.9836
t00121,2015-05-21 00:08:00,2015-05-21,2015-05,2015,0,Thursday,theellenshow,"Tonight is David @Letterman’s final show. What a wonderful, inspiring, hilarious, groundbreaking, amazing ride. #ThanksDave",6230,1830,0.0026,0.0102,0.9872,0.9846,Positive,0.9872
t00122,2013-09-07 01:52:00,2013-09-07,2013-09,2013,1,Saturday,jimmyfallon,Promo for tonight’s show: http://t.co/BMpINBd4qD #LateNight,212,145,0.0028,0.8671,0.1301,0.1273,Neutral,0.8671
t00123,2014-03-25 18:30:00,2014-03-25,2014-03,2014,18,Tuesday,jimmyfallon,“@shainaviix: @jimmyfallon What about Night News Now? That was my favorite thing ever.” Ask @80miles he writes that type of stuff.,255,26,0.0041,0.0339,0.9619,0.9578,Positive,0.9619
t00124,2016-08-22 20:40:00,2016-08-22,2016-08,2016,20,Monday,britneyspears,@ItsTwitneyB1tch @RedCross @crowdrise Thank you so much David!,379,104,0.0035,0.0166,0.9798,0.9763,Positive,0.9798
t00125,2012-12-06 03:20:00,2012-12-06,2012-12,2012,3,Thursday,britneyspears,SO proud of @Diamondkwhite and @CarlyRoseMusic tonight... wow wow wow!,740,1208,0.0048,0.0089,0.9863,0.9815,Positive,0.9863
t00126,2010-07-23 17:55:00,2010-07-23,2010-07,2010,17,Friday,cristiano,Olá! I wanted to share some of my hobbies with you. What are yours?... http://say.ly/TJS2Pn,123,302,0.0037,0.324,0.6724,0.6687,Positive,0.6724
t00127,2015-06-27 14:28:00,2015-06-27,2015-06,2015,14,Saturday,kimkardashian,Happy Birthday @khloekardashian !!!!! Come party with us in Kim Kardashian Hollywood! http://t.co/WinH85hpSN,6788,1508,0.0013,0.0108,0.9878,0.9865,Positive,0.9878
t00128,2016-10-06 00:26:00,2016-10-06,2016-10,2016,0,Thursday,ladygaga,"@itsbllaken I'll never leave your side either. Love, xoxo Joanne",2192,701,0.0055,0.0299,0.9646,0.9591,Positive,0.9646
t00129,2016-03-20 18:00:00,2016-03-20,2016-03,2016,18,Sunday,youtube,If “Surfing With The Stars” was a thing these two would win every time. https://t.co/yG2z378vaH https://t.co/IQe2rW7a6q,1736,311,0.0049,0.0832,0.9119,0.907,Positive,0.9119
t00130,2016-09-30 06:01:00,2016-09-30,2016-09,2016,6,Friday,justinbieber,@MartinGarrix don't sleep,45129,22556,0.0988,0.8208,0.0804,-0.0184,Neutral,0.8208
t00131,2015-10-08 03:03:00,2015-10-08,2015-10,2015,3,Thursday,ladygaga,. @MsKathyBates I love you Kathy! Already an inspiring journey through the mind of Iris ❤️,7482,3254,0.0037,0.0111,0.9853,0.9816,Positive,0.9853
t00132,2015-04-22 02:29:00,2015-04-22,2015-04,2015,2,Wednesday,theellenshow,It turns out being a princess isn't as great as I thought. Don't miss @IamWandaSykes tomorrow! http://t.co/mElMSnwfiM,1687,329,0.816,0.142,0.042,-0.774,Negative,0.816
t00133,2013-02-22 00:41:00,2013-02-22,2013-02,2013,0,Friday,katyperry,Oy! Do me a favor & check out my friend @jonlovett's new show 1600 Penn tonight at 9:30 on NBC because it's... funny! WHY ELSE?!,1912,3163,0.0037,0.0359,0.9604,0.9567,Positive,0.9604
t00134,2014-11-12 16:10:00,2014-11-12,2014-11,2014,16,Wednesday,jimmyfallon,Tonight on the show: @channingtatum and Eddie Redmayne are here! Plus @Logic301 performs with @TheRoots. #FallonTonight,2529,929,0.002,0.5832,0.4149,0.4129,Neutral,0.5832
t00135,2016-10-26 17:30:00,2016-10-26,2016-10,2016,17,Wednesday,instagram,"Creating bold, extravagant looks with makeup artist @ryburk https://t.co/ZNzxjwIdtt",537,106,0.0058,0.2716,0.7226,0.7168,Positive,0.7226
t00136,2016-09-22 01:10:00,2016-09-22,2016-09,2016,1,Thursday,ladygaga,@BraveForGaga95 that's exactly right :),2921,1002,0.0029,0.0163,0.9808,0.978,Positive,0.9808
t00137,2014-04-04 11:33:00,2014-04-04,2014-04,2014,11,Friday,cristiano,You can also sign up using @GAMEbyRonaldo mobile apps. Download them at http://t.co/LgwDTXSqAv http://t.co/88vB7zMmRA Have fun!,2470,1630,0.0011,0.0489,0.9499,0.9488,Positive,0.9499
t00138,2015-12-11 16:07:00,2015-12-11,2015-12,2015,16,Friday,justinbieber,Europe. Pre-sale for the #PurposeWorldTour is now available on https://t.co/zW6vmksJaF. See u soon https://t.co/482JHkyIPM,73988,46289,0.0027,0.5443,0.4529,0.4502,Neutral,0.5443
t00139,2013-08-22 22:53:00,2013-08-22,2013-08,2013,22,Thursday,rihanna,#STAGE48 tonight!!! Come and get jiggy wit @leleboo246 #movietypeshit http://t.co/1Wxuqf4KDo,696,851,0.0028,0.1381,0.8592,0.8564,Positive,0.8592
t00140,2012-04-05 16:57:00,2012-04-05,2012-04,2012,16,Thursday,jtimberlake,".@BluePhoenix1 Definitely a great couple of weeks in sports... NCAA, The Masters, MLB Opening Day... #themostwonderfultimeoftheyear",24,91,0.0017,0.0084,0.99,0.9883,Positive,0.99
t00141,2016-10-27 03:27:00,2016-10-27,2016-10,2016,3,Thursday,cnnbrk,The Cubs have evened the World Series at a game apiece. https://t.co/iJMP665O8G,1283,377,0.004,0.8463,0.1496,0.1456,Neutral,0.8463
t00142,2013-11-03 20:12:00,2013-11-03,2013-11,2013,20,Sunday,rihanna,God = Dat Nigga,12158,18077,0.2424,0.5626,0.195,-0.0474,Neutral,0.5626
t00143,2014-09-24 16:29:00,2014-09-24,2014-09,2014,16,Wednesday,ladygaga,".@0andoni0 I feel freer singing jazz, it's my roots. It's rebellious. The more rules u break the better u r at improvising. #AskTonyAndGaga",2015,1086,0.0212,0.2199,0.7589,0.7377,Positive,0.7589
t00144,2015-08-10 03:19:00,2015-08-10,2015-08,2015,3,Monday,arianagrande,love u babe https://t.co/ky6kPtB0Tc,17361,6251,0.0074,0.0312,0.9614,0.954,Positive,0.9614
t00145,2016-10-27 23:41:00,2016-10-27,2016-10,2016,23,Thursday,theellenshow,The only thing scary about this costume is how adorable it is. https://t.co/mPjjONy92H,13357,2652,0.2623,0.293,0.4447,0.1824,Positive,0.4447
t00146,2015-11-25 21:36:00,2015-11-25,2015-11,2015,21,Wednesday,ddlovato,You're so sweet @ThisIsRobThomas!! Hope you're well!!,10229,5012,0.0044,0.0081,0.9875,0.9831,Positive,0.9875
t00147,2014-10-07 15:09:00,2014-10-07,2014-10,2014,15,Tuesday,jimmyfallon,Tonight: Kristen Stewart & Artie Lange (@artiequitter) are here! Plus @Jason_Aldean performs & @Nas sits in with @TheRoots! #FallonTonight,933,412,0.002,0.586,0.412,0.41,Neutral,0.586
t00148,2014-02-02 17:22:00,2014-02-02,2014-02,2014,17,Sunday,jimmyfallon,Download new U2 song 'Invisible' for FREE now and $1 goes to support @RED's fight against AIDS. http://t.co/hy2RagpfRf,767,1419,0.0056,0.4191,0.5754,0.5698,Positive,0.5754
t00149,2015-08-25 22:58:00,2015-08-25,2015-08,2015,22,Tuesday,theellenshow,I love scaring people. Especially in a museum. https://t.co/p9JRpLXvds,8117,2284,0.0938,0.1813,0.7249,0.6311,Positive,0.7249
t00150,2015-09-06 14:12:00,2015-09-06,2015-09,2015,14,Sunday,justinbieber,@MTV and they made mine,28345,23377,0.0195,0.7014,0.2791,0.2596,Neutral,0.7014
t00151,2016-10-05 20:14:00,2016-10-05,2016-10,2016,20,Wednesday,youtube,"@YouTube Sorry for the glitch with #TATINOF, guys! We’re working to resolve the Google Play issue now. Should be fixed soon ☺",13536,2464,0.1812,0.5696,0.2492,0.0679,Neutral,0.5696
t00152,2011-02-08 17:30:00,2011-02-08,2011-02,2011,17,Tuesday,cristiano,I have always wanted to be a football player. @Diana11_ @Cristiano what do you wanted to be when you were a little kid?,62,131,0.0182,0.4059,0.5759,0.5576,Positive,0.5759
t00153,2015-11-19 18:47:00,2015-11-19,2015-11,2015,18,Thursday,theellenshow,Playing Bananagrams with Portia and she refuses to believe JZQYYOK is a word.,4143,585,0.5574,0.4057,0.0369,-0.5205,Negative,0.5574
t00154,2015-04-05 15:07:00,2015-04-05,2015-04,2015,15,Sunday,ddlovato,Now it's time for the gym with the one and only @mistercamacho.. LET'S DO THIS!!! #BeastMode 💪👊,17407,10085,0.0025,0.0556,0.9419,0.9394,Positive,0.9419
t00155,2013-08-13 23:43:00,2013-08-13,2013-08,2013,23,Tuesday,jtimberlake,“@AllisonCarries: Ordered the signature drink without even knowing it. #fresquila #901tequila Me and my crew call it a #PalmSprings Enjoy!!,272,171,0.0023,0.0573,0.9404,0.9381,Positive,0.9404
t00156,2016-09-14 11:56:00,2016-09-14,2016-09,2016,11,Wednesday,jimmyfallon,Playing The Whisper Challenge with the incredible Carol Burnett https://t.co/Ar7lBYsPSW #FallonTonight,1595,256,0.0021,0.2287,0.7691,0.767,Positive,0.7691
t00157,2017-01-15 18:00:00,2017-01-15,2017-01,2017,18,Sunday,youtube,You won’t believe what @bradhall_shoes does in these YEEZY Season 3s. https://t.co/XVXAIVCBNj https://t.co/3k4rRg5Z1d,865,98,0.0046,0.1624,0.833,0.8284,Positive,0.833
t00158,2015-06-23 17:12:00,2015-06-23,2015-06,2015,17,Tuesday,kimkardashian,should I post it? I think people would love to hear the voice notes u send me! https://t.co/a6lO8pxL2k,4464,825,0.0034,0.0789,0.9177,0.9142,Positive,0.9177
t00159,2015-05-13 15:10:00,2015-05-13,2015-05,2015,15,Wednesday,britneyspears,@ArissaAyala @IGGYAZALEA It was! We had so much fun 👯 #PrettyGirlsMusicVideo,778,459,0.0022,0.007,0.9908,0.9886,Positive,0.9908
t00160,2012-02-06 03:43:00,2012-02-06,2012-02,2012,3,Monday,twitter,"In the final three minutes of the Super Bowl tonight, there were an average of 10,000 Tweets per second.",612,8541,0.0084,0.8813,0.1103,0.1019,Neutral,0.8813
t00161,2016-12-21 19:12:00,2016-12-21,2016-12,2016,19,Wednesday,arianagrande,i miss y'all https://t.co/BvhOF595rh,17205,3992,0.0754,0.4581,0.4666,0.3912,Positive,0.4666
t00162,2014-03-07 19:39:00,2014-03-07,2014-03,2014,19,Friday,jimmyfallon,"And tonight we've got Stephen Colbert (@StephenAtHome), Keri Russell & music from @broken_bells. Plus, #ThankYouNotes. #FallonTonight",1087,315,0.0016,0.1103,0.888,0.8864,Positive,0.888
t00163,2016-04-24 16:00:00,2016-04-24,2016-04,2016,16,Sunday,instagram,An InstaMeet on a volcano that has us like 😱 #wwim13_lanzarote #LifeOnEarthWWIM13 https://t.co/VB10c3C0QG,924,186,0.032,0.7717,0.1964,0.1644,Neutral,0.7717
t00164,2011-03-10 18:09:00,2011-03-10,2011-03,2011,18,Thursday,selenagomez,"@DanceChampion thank you so much, I do have a facebook page. Facebook.com/selena",201,574,0.0031,0.0953,0.9015,0.8984,Positive,0.9015
t00165,2013-03-31 03:18:00,2013-03-31,2013-03,2013,3,Sunday,taylorswift13,"""..But I don't wanna dance if I'm not dancing with you."" http://t.co/aZUe2UFmMJ",25616,24036,0.453,0.5014,0.0456,-0.4074,Neutral,0.5014
t00166,2013-06-03 21:14:00,2013-06-03,2013-06,2013,21,Monday,shakira,Watch @NBCTheVoice tonight at 8/7c. Then #VOTESASHA at http://t.co/sRNIUIvxiH & make Shak do this again! http://t.co/6XoOLCmv1l ShakiraHQ,202,231,0.0043,0.5143,0.4814,0.4771,Neutral,0.5143
t00167,2015-07-04 00:07:00,2015-07-04,2015-07,2015,0,Saturday,kimkardashian,The struggle is real! We cannot go out of the house like this!!! LOL http://t.co/OmkQ5fkgk0,27852,7502,0.8033,0.1621,0.0347,-0.7686,Negative,0.8033
t00168,2016-08-30 00:39:00,2016-08-30,2016-08,2016,0,Tuesday,kimkardashian,So happy I got to introduce my friend @britneyspears last night! I'm obsessed with #Glory. Go get the album! Let's #MakeBritneyNumberOne,19348,6255,0.0024,0.0068,0.9908,0.9884,Positive,0.9908
t00169,2014-04-15 20:28:00,2014-04-15,2014-04,2014,20,Tuesday,jimmyfallon,"""Spotted in Birmingham last night http://t.co/Zga05aW4sT” Son? #WWE",7279,2624,0.0069,0.9604,0.0327,0.0258,Neutral,0.9604
t00170,2016-03-11 00:26:00,2016-03-11,2016-03,2016,0,Friday,theellenshow,"First Adele, now Bieber. Lydia Lee is obviously working her way through the alphabet. https://t.co/IO5TkOLQQu",2359,384,0.0166,0.6473,0.3361,0.3195,Neutral,0.6473
t00171,2013-09-20 17:18:00,2013-09-20,2013-09,2013,17,Friday,britneyspears,@AS_adurm U are lovely!!! Muah #PieceOfMeTickets,124,111,0.003,0.0088,0.9882,0.9852,Positive,0.9882
t00172,2014-09-19 18:05:00,2014-09-19,2014-09,2014,18,Friday,barackobama,Take the pledge to help make a fundamental shift in our culture around sexual assault: http://t.co/ZtCVaiURjD #ItsOnUs,843,604,0.0594,0.7603,0.1803,0.1209,Neutral,0.7603
t00173,2016-03-29 06:19:00,2016-03-29,2016-03,2016,6,Tuesday,arianagrande,i love you more more https://t.co/AFxYwIsJ1M,15097,4474,0.0053,0.0227,0.972,0.9667,Positive,0.972
t00174,2016-06-21 22:30:00,2016-06-21,2016-06,2016,22,Tuesday,instagram,Celebrating #WorldGiraffeDay with @MarieMcG23 https://t.co/pnS0zAMimn,795,148,0.0012,0.0368,0.962,0.9609,Positive,0.962
t00175,2016-02-16 19:19:00,2016-02-16,2016-02,2016,19,Tuesday,ladygaga,As the first drop of paint begins to transform the artist a lighting bolt strikes in his mind. A… https://t.co/FeJRqcvtmj,5505,2436,0.0233,0.8408,0.1359,0.1125,Neutral,0.8408
t00176,2011-01-27 21:30:00,2011-01-27,2011-01,2011,21,Thursday,cristiano,Many thanks. Please come watch when you visit. @YramNoaj Keep it up Cristiano! I hope to see your team play when i visit spain again!,38,75,0.0021,0.0136,0.9844,0.9823,Positive,0.9844
t00177,2012-02-13 16:33:00,2012-02-13,2012-02,2012,16,Monday,shakira,"""The human eye can encompass the beauty of the universe"" Leonardo Davinci http://t.co/WkXo7QYb",331,616,0.0046,0.2199,0.7755,0.7709,Positive,0.7755
t00178,2015-12-25 17:02:00,2015-12-25,2015-12,2015,17,Friday,kimkardashian,Live streaming in a sec! You guys are gonna die when you see my Christmas pressies!!!!,5295,774,0.0066,0.0835,0.9099,0.9033,Positive,0.9099
t00179,2015-11-01 16:48:00,2015-11-01,2015-11,2015,16,Sunday,justinbieber,Today. #IllShowYou #PURPOSE https://t.co/ZWMJvhasht https://t.co/0ioROVgHTF,74912,68131,0.0042,0.5908,0.405,0.4007,Neutral,0.5908
t00180,2010-11-26 19:00:00,2010-11-26,2010-11,2010,19,Friday,cristiano,Thank you! Hope you had a wonderful day. @Stefaniya @Cristiano Thank you! You are welcome to join us for a traditional family feast!,31,61,0.0025,0.0074,0.9901,0.9876,Positive,0.9901
t00181,2015-10-08 18:04:00,2015-10-08,2015-10,2015,18,Thursday,theellenshow,"If you love Heads Up!, I'm about to blow your mind. Check out my free new game, Psych! http://t.co/yCH5WcaUds http://t.co/XYGbihkqlC",808,205,0.002,0.015,0.983,0.981,Positive,0.983
t00182,2012-10-01 15:33:00,2012-10-01,2012-10,2012,15,Monday,selenagomez,@JonahHill is hilarious. Tell us what you'd vote for and make our video. http://t.co/dmuDKZoI #Vote4stuff,1356,2230,0.0161,0.1698,0.8141,0.7979,Positive,0.8141
t00183,2013-03-15 22:42:00,2013-03-15,2013-03,2013,22,Friday,selenagomez,"Had an amazing time shooting the cover of Harper's Bazaar, check out our video to go along with the article: http://t.co/J8kQFztuyS",6047,7825,0.0016,0.011,0.9874,0.9858,Positive,0.9874
t00184,2014-01-23 15:50:00,2014-01-23,2014-01,2014,15,Thursday,katyperry,BOSTON! Second show for you: August 2! Password RAINBOW http://t.co/QDNne2sJ6f,2869,1829,0.0018,0.3134,0.6848,0.683,Positive,0.6848
t00185,2015-10-15 20:39:00,2015-10-15,2015-10,2015,20,Thursday,theellenshow,.@BernieSanders knows how to get down. https://t.co/GKU1FaWnQR,7004,3374,0.0956,0.6287,0.2758,0.1802,Neutral,0.6287
t00186,2016-03-23 12:59:00,2016-03-23,2016-03,2016,12,Wednesday,theellenshow,"Renée Zellweger shared the new trailer for ""Bridget Jones's Baby”. I hope they name it Ellen. https://t.co/d4kh2NuVBz",3721,750,0.0136,0.4551,0.5313,0.5177,Positive,0.5313
t00187,2016-04-28 21:32:00,2016-04-28,2016-04,2016,21,Thursday,youtube,@TheGabbieShow Sounds riveting. We'd watch.,139,16,0.0032,0.0344,0.9624,0.9592,Positive,0.9624
t00188,2013-12-19 22:03:00,2013-12-19,2013-12,2013,22,Thursday,taylorswift13,It's not possible for her to be cuter or for this day to be more festive. haileesteinfeld http://t.co/jFewBESrD5,7816,6583,0.3739,0.336,0.2901,-0.0837,Negative,0.3739
t00189,2015-11-20 00:40:00,2015-11-20,2015-11,2015,0,Friday,theellenshow,Roll some breadcrumbs on her and she’s ready for the fryer. https://t.co/JwWUKxg2Dw,6432,1000,0.0085,0.6521,0.3394,0.3309,Neutral,0.6521
t00190,2016-11-14 21:00:00,2016-11-14,2016-11,2016,21,Monday,youtube,Dontcha wish your bearfriend was hot like her? https://t.co/FGlXKbRTCI https://t.co/Y3HOt2EpOn,1102,238,0.0426,0.3349,0.6225,0.5799,Positive,0.6225
t00191,2014-09-16 16:44:00,2014-09-16,2014-09,2014,16,Tuesday,ladygaga,Haven't heard it yet? 'NATURE BOY' is streaming NOW: http://t.co/W1l8C9IZdV RT Pre-Order: http://t.co/zu4nMBCmZq #7daysTillCheekToCheek 🎺🐾,3450,2690,0.007,0.7214,0.2717,0.2647,Neutral,0.7214
t00192,2016-09-13 15:00:00,2016-09-13,2016-09,2016,15,Tuesday,barackobama,The Supreme Court must remain above partisanship. Senate leaders: The time to fill the vacant seat is now. https://t.co/7mmbuXjsPO,10215,3478,0.0195,0.7529,0.2276,0.2081,Neutral,0.7529
t00193,2016-02-13 16:26:00,2016-02-13,2016-02,2016,16,Saturday,kimkardashian,FITTINGS- Givenchy X Yeezy X Anti Social Social Club https://t.co/aqjVtZ6c0o,20537,7553,0.0142,0.9263,0.0594,0.0452,Neutral,0.9263
t00194,2016-04-19 21:39:00,2016-04-19,2016-04,2016,21,Tuesday,theellenshow,Get @Chosen & take the #CuterThanKidChallenge. It's the Olympics of cute pets. https://t.co/aQlOs8MrYz https://t.co/IUbXzaWYn9,2890,373,0.0024,0.046,0.9516,0.9492,Positive,0.9516
t00195,2016-01-13 02:38:00,2016-01-13,2016-01,2016,2,Wednesday,barackobama,"""That spirit of discovery is in our DNA. America is Thomas Edison and the Wright Brothers and George Washington Carver."" —President Obama",2507,1078,0.0059,0.2563,0.7378,0.732,Positive,0.7378
t00196,2016-04-18 03:09:00,2016-04-18,2016-04,2016,3,Monday,arianagrande,new song #LetMeLoveYou ft. @LilTunechi from my forthcoming album #DangerousWoman is out now —> https://t.co/X1TBDlUe50,39635,21937,0.0033,0.704,0.2927,0.2893,Neutral,0.704
t00197,2013-06-13 16:43:00,2013-06-13,2013-06,2013,16,Thursday,shakira,"This week, Shakira met with @HardRock to donate items from her personal closet to their collection. See pics… http://t.co/L0lwFDeYL6. ShakHQ",215,243,0.0024,0.7262,0.2714,0.2689,Neutral,0.7262
t00198,2013-08-05 07:13:00,2013-08-05,2013-08,2013,7,Monday,katyperry,"Sounds like you're stalking us 😜 @nic_kathryn: @katyperry saw the #PRISM truck twice in Kansas #roadtrip http://t.co/giWlPaRngF""",2037,2081,0.0773,0.782,0.1407,0.0634,Neutral,0.782
t00199,2017-01-18 01:30:00,2017-01-18,2017-01,2017,1,Wednesday,youtube,You’re gonna flip for this one. First female wheelchair backflip → https://t.co/JtYreYmX0s https://t.co/ISQCHRpaPh,1431,305,0.0085,0.3833,0.6082,0.5997,Positive,0.6082
t00200,2016-07-29 22:00:00,2016-07-29,2016-07,2016,22,Friday,youtube,Might need a thousand more cowbells. https://t.co/GEHdsOrJ5n https://t.co/Q1nZbaLyUb,834,122,0.2227,0.6348,0.1425,-0.0802,Neutral,0.6348
t00201,2017-01-12 20:39:00,2017-01-12,2017-01,2017,20,Thursday,cnnbrk,Senate passes waiver to allow retired Gen. James Mattis to serve as defense secretary. House will consider it Friday https://t.co/Ye46dublYm,853,382,0.0078,0.9037,0.0885,0.0807,Neutral,0.9037
